









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Masked Booby (<em class="sci">Sula dactylatra</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Booby (<em class="sci">Sula leucogaster</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.067E-4	0.0	0.0	0.0	0.0	0.0	0.0	3.003E-4	0.0013915	8.621E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Gannet (<em class="sci">Morus bassanus</em>)	0.0118059	0.0073628	0.0028881	0.0031746	0.0015699	0.0	4.136E-4	0.0029028	0.0	0.0015	0.0015	0.0	0.0	5.834E-4	0.0011912	9.107E-4	4.666E-4	0.0015426	0.0030334	0.0049543	0.0161224	0.0166365	0.0208895	0.0249811	0.0233525	0.03049	0.0369781	0.0459459	0.0542672	0.0543103	0.0555795	0.0692871	0.067	0.0697784	0.0761905	0.0754438	0.054491	0.0592	0.0929078	0.0770975	0.0937198	0.0894901	0.0755355	0.0404449	0.0274791	0.027027	0.0063776	0.0060976	
Great Cormorant (<em class="sci">Phalacrocorax carbo</em>)	0.0712724	0.0736278	0.065704	0.0793651	0.0722135	0.0507766	0.0326716	0.0740203	0.0465288	0.0405405	0.0350621	0.0286332	0.0316073	0.0134189	0.0101251	0.0068306	0.0083994	0.0046278	0.0030334	0.0078125	0.0171558	0.0057866	0.0087601	0.0095887	0.0054383	0.0047187	0.0055666	0.0069069	0.005102	0.0099138	0.0077553	0.0113258	0.024	0.0315889	0.0331066	0.0399408	0.0389222	0.0448	0.0404255	0.0470522	0.0521739	0.0645161	0.0574972	0.0434783	0.0597372	0.0601966	0.0357143	0.0559867	
Double-crested Cormorant (<em class="sci">Nannopterum auritum</em>)	8.745E-4	6.693E-4	0.0	0.0	0.0	5.974E-4	4.136E-4	0.0	0.0022157	0.0	0.0	5.402E-4	0.00538	0.0315053	0.077427	0.0947177	0.1283248	0.1357501	0.1809909	0.220846	0.2815213	0.2097649	0.2230458	0.222811	0.2261676	0.2497278	0.2699801	0.2828829	0.3200371	0.3443966	0.3722533	0.3930713	0.431	0.3866101	0.4126984	0.3870809	0.3640719	0.3765333	0.3446809	0.2902494	0.1922705	0.1165453	0.0631342	0.0323559	0.0286738	0.009828	0.0063776	0.0060976	
Great/Double-crested Cormorant (<em class="sci">Phalacrocorax carbo/Nannopterum auritum</em>)	0.001749	0.0015	0.0021661	5.291E-4	7.849E-4	5.974E-4	0.0016543	0.0014514	0.0	6.757E-4	7.305E-4	0.0016207	6.725E-4	0.0011669	0.0011912	0.0	0.0	0.0015426	0.0013482	3.811E-4	0.0016536	7.233E-4	0.0015	0.001514	0.0012796	3.63E-4	7.952E-4	9.009E-4	0.0018553	0.0025862	4.308E-4	0.0036642	0.0025	0.0028289	0.0045351	0.0083826	0.0077844	0.0064	0.0056738	0.0073696	0.0038647	0.0052029	0.005637	0.0050556	0.0059737	0.002457	0.0019133	0.0027716	
cormorant sp. (<em class="sci">Phalacrocoracidae sp.</em>)	4.373E-4	0.0	0.0	0.0	0.0	0.0	4.136E-4	0.0	0.0	0.0	0.0	0.0010805	0.0	5.834E-4	0.0015	4.554E-4	0.0	3.857E-4	6.741E-4	3.811E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31E-4	8.617E-4	0.0	0.001	0.0	4.535E-4	9.862E-4	0.002994	0.0021333	7.092E-4	0.0011338	0.0028986	0.0010406	0.0011274	0.0030334	0.004779	0.002457	0.0	5.543E-4	
American Bittern (<em class="sci">Botaurus lentiginosus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001345	0.0011669	0.0011912	0.0091075	0.0130658	0.0142692	0.0158409	0.0099085	0.0035138	0.0101266	0.0057278	0.005299	0.0044786	0.0047187	0.0035785	9.009E-4	0.0032468	4.31E-4	8.617E-4	3.331E-4	0.001	9.43E-4	0.0013605	0.0019724	5.988E-4	5.333E-4	7.092E-4	0.0	0.0	0.0	0.0011274	0.0	0.0	0.0	0.0	0.0	
Least Bittern (<em class="sci">Ixobrychus exilis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.741E-4	3.811E-4	0.0	0.0	3.369E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Blue Heron (<em class="sci">Ardea herodias</em>)	4.373E-4	0.0026774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.305E-4	0.0027012	0.0208473	0.0373396	0.0488386	0.0446266	0.0401307	0.0320093	0.0316818	0.038872	0.0487805	0.0448463	0.0572776	0.0484481	0.0575816	0.06098	0.0695825	0.1009009	0.1178108	0.1418103	0.1443343	0.1608927	0.178	0.1551155	0.1514739	0.1548323	0.1335329	0.1216	0.0950355	0.0839002	0.0637681	0.0395421	0.0259301	0.0182002	0.0107527	0.0012285	0.005102	0.0027716	
Great Egret (<em class="sci">Ardea alba</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.725E-4	0.004084	0.002978	0.003643	0.0037331	0.0023139	0.0016852	0.0022866	0.0018603	7.233E-4	0.0010108	2.523E-4	0.0015995	7.26E-4	0.0011928	0.0066066	0.0115955	0.0086207	0.0129255	0.0169887	0.0145	0.018859	0.0145125	0.0133136	0.008982	0.0032	0.0070922	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Egret (<em class="sci">Egretta thula</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0011912	0.0013661	0.0037331	0.0026996	0.0	0.0	0.0018603	3.617E-4	0.0016846	0.0015	6.398E-4	3.63E-4	0.0015	0.0015015	0.0037106	0.0068966	0.0073244	0.0066622	0.0055	0.0047148	0.0040816	0.0019724	0.0011976	0.0010667	7.092E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Blue Heron (<em class="sci">Egretta caerulea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.834E-4	0.0015	4.554E-4	0.0	3.857E-4	0.0	1.905E-4	6.201E-4	0.0	0.0	0.0	0.0	0.0	0.0	6.006E-4	4.638E-4	0.0015	0.0015	3.331E-4	5.0E-4	0.0	4.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tricolored Heron (<em class="sci">Egretta tricolor</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cattle Egret (<em class="sci">Bubulcus ibis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.834E-4	0.0017868	0.0081967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.988E-4	0.0	0.0	0.0073696	0.0	0.0010406	0.0	0.0	0.0	0.0	0.0	0.0	
Green Heron (<em class="sci">Butorides virescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013661	0.0013999	3.857E-4	0.0030334	0.0011433	0.0014469	0.0014467	3.369E-4	0.0010093	6.398E-4	0.0018149	0.0011928	0.0012012	4.638E-4	4.31E-4	4.308E-4	6.662E-4	0.001	9.43E-4	4.535E-4	0.0015	5.988E-4	0.0	7.092E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-crowned Night-Heron (<em class="sci">Nycticorax nycticorax</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.554E-4	4.666E-4	0.0	0.0	1.905E-4	8.268E-4	0.001085	0.0010108	0.0015	0.0015	7.26E-4	7.952E-4	3.003E-4	0.0015	4.31E-4	0.0012925	6.662E-4	5.0E-4	0.0015	9.07E-4	4.931E-4	5.988E-4	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-crowned Night-Heron (<em class="sci">Nyctanassa violacea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	3.369E-4	0.0	0.0	7.26E-4	0.0027833	0.0063063	0.0074212	0.0017241	0.0025851	0.005996	0.005	0.0018859	0.0022676	4.931E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Glossy Ibis (<em class="sci">Plegadis falcinellus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	5.956E-4	9.107E-4	4.666E-4	3.857E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.976E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Vulture (<em class="sci">Coragyps atratus</em>)	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	4.554E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	3.331E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Turkey Vulture (<em class="sci">Cathartes aura</em>)	8.745E-4	0.0015	7.22E-4	5.291E-4	0.0015	5.974E-4	0.0012407	0.0021771	0.0073855	0.0209459	0.0350621	0.0610481	0.1129792	0.1155193	0.1262656	0.1275046	0.1250583	0.1110683	0.1085271	0.1240473	0.1339396	0.0958409	0.0963612	0.0948776	0.0911708	0.0852995	0.0751491	0.0876877	0.0839518	0.0711207	0.0805687	0.0909394	0.103	0.1249411	0.123356	0.112426	0.1053892	0.0858667	0.0425532	0.0226757	0.0154589	0.0072841	0.0033822	0.0020222	0.0011947	0.0012285	0.0	0.001663	
Osprey (<em class="sci">Pandion haliaetus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.402E-4	0.0073974	0.0455076	0.1030375	0.102459	0.1236584	0.1164674	0.1277385	0.1301448	0.1417941	0.1034358	0.1057951	0.108756	0.1295585	0.1248639	0.1240557	0.1387387	0.1419295	0.1594828	0.1848341	0.2058628	0.1905	0.1442716	0.1124717	0.0650888	0.0311377	0.0128	0.0070922	0.0022676	0.0	0.0010406	0.0	0.0	0.0	0.0	0.0	0.0	
Golden Eagle (<em class="sci">Aquila chrysaetos</em>)	0.0	0.0	0.0	5.291E-4	0.0	5.974E-4	0.0	0.0	0.0	6.757E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010406	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Harrier (<em class="sci">Circus hudsonius</em>)	0.0048098	0.0046854	0.0057762	0.0047619	0.0070644	0.0041816	0.0020678	0.0058055	0.0044313	0.002027	0.0029218	0.0054025	0.0114324	0.0099183	0.0202501	0.0104736	0.0107326	0.010027	0.008089	0.0026677	0.0045473	0.0036166	0.0043801	0.0040373	0.0054383	0.0061706	0.005169	0.0042042	0.0027829	0.0025862	0.0051702	0.0086609	0.0215	0.0301744	0.0417234	0.0236686	0.0113772	0.0096	0.0056738	0.0090703	0.0086957	0.0093652	0.005637	0.0131446	0.0083632	0.0085995	0.0057398	0.0027716	
Sharp-shinned Hawk (<em class="sci">Accipiter striatus</em>)	0.0069961	0.0060241	0.0050542	0.0058201	0.0086342	0.004779	0.0124069	0.0087083	0.0059084	0.0033784	0.0021914	0.0048622	0.0060525	0.0070012	0.0125074	0.0113843	0.0125992	0.0115696	0.0097742	0.0074314	0.0093014	0.0050633	0.0057278	0.0040373	0.0047985	0.0047187	0.0083499	0.0066066	0.0060297	0.0099138	0.0129255	0.0233178	0.0355	0.0570486	0.0798186	0.0527613	0.0275449	0.0218667	0.0148936	0.021542	0.0125604	0.0072841	0.0078918	0.0040445	0.0071685	0.004914	0.0082908	0.0049889	
Cooper's Hawk (<em class="sci">Accipiter cooperii</em>)	0.003498	0.0080321	0.0108303	0.0058201	0.0086342	0.0041816	0.0074442	0.0043541	0.0096012	0.0054054	0.0051132	0.006483	0.0087424	0.0064177	0.0059559	0.007286	0.010266	0.0084844	0.0053927	0.0072409	0.0035138	0.00434	0.0043801	0.0055513	0.0089571	0.0036298	0.0083499	0.0066066	0.0083488	0.0090517	0.0150797	0.011992	0.015	0.02876	0.0331066	0.0177515	0.0125749	0.0112	0.0092199	0.0119048	0.0048309	0.0093652	0.0101466	0.008089	0.004779	0.0061425	0.0044643	0.0094235	
Sharp-shinned/Cooper's Hawk (<em class="sci">Accipiter striatus/cooperii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.308E-4	0.0	0.0	4.715E-4	0.0	4.931E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Goshawk (<em class="sci">Accipiter gentilis</em>)	0.0013118	0.0013387	0.0036101	5.291E-4	0.0015699	0.0023895	0.0024814	0.0036284	7.386E-4	6.757E-4	0.0	0.0015	0.00269	0.0017503	0.0053603	0.0050091	0.0027998	0.0038565	0.0050556	0.0032393	0.0039272	0.0025316	0.0020216	0.0042897	0.0041587	0.0029038	0.0023857	0.003003	0.0041744	0.0017241	0.0038776	0.0013324	0.001	0.0028289	0.0054422	0.0034517	0.0011976	0.0021333	0.0014184	0.0045351	9.662E-4	0.0041623	0.0011274	0.0050556	0.0023895	0.0012285	0.0012755	0.001663	
Accipiter sp. (<em class="sci">Accipiter sp.</em>)	4.373E-4	6.693E-4	0.0021661	0.0010582	7.849E-4	0.0011947	4.136E-4	7.257E-4	7.386E-4	0.0	7.305E-4	0.0	0.0015	0.0011669	0.0017868	0.0013661	0.0018665	0.001157	6.741E-4	0.0022866	0.0018603	7.233E-4	0.0	0.0	0.0	7.26E-4	7.952E-4	9.009E-4	0.0013915	0.0021552	0.0038776	0.0023318	0.004	0.0070721	0.0063492	0.0014793	0.0023952	0.0058667	0.0014184	5.669E-4	0.0019324	0.0031217	0.0011274	0.0010111	0.0011947	0.0012285	0.0012755	0.001663	
Bald Eagle (<em class="sci">Haliaeetus leucocephalus</em>)	0.10669	0.0883534	0.0960289	0.1047619	0.0934066	0.0872162	0.1000827	0.1139332	0.1144756	0.1121622	0.1059167	0.0994057	0.1022192	0.1038506	0.109589	0.1065574	0.0975268	0.0875434	0.0970677	0.0924162	0.1136833	0.079566	0.0913073	0.0923543	0.1055662	0.0874773	0.0998012	0.1117117	0.1345083	0.1418103	0.1447652	0.1362425	0.1665	0.1730316	0.1582766	0.1563116	0.1419162	0.1605333	0.1453901	0.1213152	0.105314	0.1155047	0.0947012	0.0839232	0.0979689	0.0995086	0.1103316	0.1031042	
Red-shouldered Hawk (<em class="sci">Buteo lineatus</em>)	4.373E-4	0.0	0.0	0.0015	0.0015	0.0	4.136E-4	0.0	0.0	0.002027	0.0036523	0.0059427	0.0033625	0.0029172	0.0041691	0.003643	0.0037331	0.0019283	0.0030334	0.0034299	0.0026871	0.0028933	0.0033693	0.002271	0.0015995	0.0043557	0.0027833	0.0021021	0.0013915	8.621E-4	0.0021542	0.0019987	0.002	4.715E-4	9.07E-4	0.0014793	0.0011976	5.333E-4	0.0021277	5.669E-4	0.0015	0.0	0.0015	0.0010111	0.0011947	0.0015	0.0	0.001663	
Broad-winged Hawk (<em class="sci">Buteo platypterus</em>)	8.745E-4	6.693E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0268017	0.0569217	0.0779281	0.0620902	0.0546006	0.0504954	0.0512609	0.039783	0.0340296	0.0330558	0.0476647	0.0435572	0.0405567	0.042042	0.0352505	0.0331897	0.0353296	0.0346436	0.042	0.0400754	0.045805	0.0216963	0.0065868	0.0042667	0.0014184	0.0	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-shouldered/Broad-winged Hawk (<em class="sci">Buteo lineatus/platypterus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.067E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-tailed Hawk (<em class="sci">Buteo jamaicensis</em>)	0.0069961	0.0073628	0.0064982	0.0074074	0.0039246	0.0107527	0.006617	0.0043541	0.0073855	0.0067568	0.0029218	0.0081037	0.00269	0.0052509	0.0053603	0.007286	0.0032664	0.0042422	0.008089	0.0049543	0.0090947	0.0047016	0.0037062	0.0055513	0.0038388	0.0036298	0.0031809	0.0039039	0.0032468	0.0064655	0.0043085	0.0073284	0.011	0.0127298	0.0199546	0.0142998	0.0071856	0.0058667	0.0042553	0.005102	0.0057971	0.012487	0.011274	0.0040445	0.0095579	0.012285	0.0102041	0.0105322	
Rough-legged Hawk (<em class="sci">Buteo lagopus</em>)	0.0030608	0.0093708	0.0115523	0.0095238	0.0102041	0.0083632	0.0053763	0.0036284	0.0029542	0.0040541	0.0043828	5.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	9.662E-4	0.0031217	0.0022548	0.0	0.0035842	0.002457	0.0019133	0.0022173	
Buteo sp. (<em class="sci">Buteo sp.</em>)	8.745E-4	0.0	0.0	0.0	7.849E-4	0.0	0.0	0.0	0.0014771	0.0	7.305E-4	5.402E-4	6.725E-4	5.834E-4	0.0011912	0.0013661	9.333E-4	0.0019283	0.0013482	7.622E-4	0.0012402	7.233E-4	3.369E-4	0.0012617	3.199E-4	0.0014519	3.976E-4	6.006E-4	0.0015	4.31E-4	8.617E-4	0.0019987	0.001	4.715E-4	0.0013605	9.862E-4	0.0023952	0.0	7.092E-4	0.0011338	9.662E-4	0.0	0.0	0.0010111	0.0	0.0	0.0	0.0015	
hawk sp. (<em class="sci">Accipitridae sp. (hawk sp.)</em>)	0.001749	0.0033467	0.001444	0.0010582	0.0	0.0023895	0.0024814	7.257E-4	0.0	6.757E-4	7.305E-4	0.0027012	0.004035	0.0011669	0.0035736	0.0018215	0.0023332	0.0034709	0.0047186	0.0013338	0.0026871	0.0018083	0.0020216	7.57E-4	0.0025592	0.0010889	0.0011928	0.0027027	0.0018553	4.31E-4	0.0012925	0.0043304	0.0045	0.0061292	0.0104308	0.004931	0.0047904	0.0010667	0.0014184	0.0028345	9.662E-4	0.0020812	0.0	0.0010111	0.0011947	0.0012285	0.0012755	5.543E-4	
Snowy Owl (<em class="sci">Bubo scandiacus</em>)	0.003498	0.0087015	0.0223827	0.0063492	0.0141287	0.0107527	0.0057899	0.0058055	0.0073855	0.0054054	0.0014609	0.0027012	0.0	0.0	5.956E-4	4.554E-4	0.0	0.0030852	0.0037074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0019324	0.0062435	0.0090192	0.0040445	0.0191159	0.0135135	0.0070153	0.0072062	
Great Horned Owl (<em class="sci">Bubo virginianus</em>)	0.0013118	0.0013387	0.0064982	0.0042328	0.0031397	0.0011947	0.002895	0.0015	0.0029542	0.0013514	0.0036523	0.0032415	0.00269	0.0035006	0.0011912	0.0022769	0.0027998	0.0019283	0.0026963	0.0024771	8.268E-4	0.0018083	0.0013477	0.0017663	3.199E-4	3.63E-4	3.976E-4	9.009E-4	9.276E-4	0.0017241	8.617E-4	0.0013324	0.003	0.0037718	0.0022676	9.862E-4	5.988E-4	5.333E-4	0.0028369	5.669E-4	0.0019324	0.0	0.0	0.0010111	0.0015	0.002457	0.0031888	0.0011086	
Northern Hawk Owl (<em class="sci">Surnia ulula</em>)	0.0	0.0	7.22E-4	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.543E-4	
Barred Owl (<em class="sci">Strix varia</em>)	0.0030608	0.0066934	0.0036101	0.0058201	0.0031397	0.0029869	0.0062035	0.0036284	0.0051699	0.0074324	0.009496	0.0205294	0.0127774	0.0210035	0.032162	0.0259563	0.0349977	0.0331662	0.0269633	0.0335366	0.0378255	0.0166365	0.0168464	0.0229624	0.0207933	0.0196007	0.017495	0.0201201	0.0148423	0.012069	0.0090478	0.0079947	0.01	0.009901	0.0095238	0.0113412	0.008982	0.0074667	0.0056738	0.0056689	0.0028986	0.0062435	0.0033822	0.0060667	0.0035842	0.0012285	0.005102	0.0038803	
Great Gray Owl (<em class="sci">Strix nebulosa</em>)	0.0	0.0	0.0122744	0.0	0.0015699	0.0015	4.136E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022769	9.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-eared Owl (<em class="sci">Asio otus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.857E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-eared Owl (<em class="sci">Asio flammeus</em>)	0.0	0.0	0.0	0.0015	0.0015699	0.0041816	0.0062035	0.0043541	7.386E-4	0.0114865	0.0080351	0.002161	0.0	5.834E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.333E-4	7.092E-4	5.669E-4	9.662E-4	0.0010406	0.0	0.0	0.0	0.0	6.378E-4	0.0015	
Boreal Owl (<em class="sci">Aegolius funereus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Saw-whet Owl (<em class="sci">Aegolius acadicus</em>)	0.001749	6.693E-4	0.001444	0.0015873	0.0015699	5.974E-4	0.002895	0.0043541	0.0044313	0.0027027	0.0014609	0.006483	0.0033625	0.0011669	5.956E-4	0.0018215	4.666E-4	3.857E-4	0.0010111	0.0026677	0.0014469	0.0028933	0.0016846	7.57E-4	0.0044786	7.26E-4	0.0015	0.0015015	0.0	4.31E-4	0.0	0.0	5.0E-4	9.43E-4	4.535E-4	0.0015	0.0	0.0016	0.0015	0.0022676	9.662E-4	0.0020812	0.0015	0.0	0.0011947	0.0	0.0	0.0027716	
owl sp. (<em class="sci">Strigiformes sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.199E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	0.0	0.0	0.0	5.988E-4	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Belted Kingfisher (<em class="sci">Megaceryle alcyon</em>)	0.0048098	0.0033467	0.0021661	0.0031746	7.849E-4	0.0023895	0.0037221	0.0021771	0.0022157	0.0033784	0.0029218	0.0037817	0.0134499	0.0227538	0.0518166	0.0655738	0.0746617	0.0586194	0.0451635	0.0386814	0.027284	0.0278481	0.0289757	0.0247287	0.0425464	0.0482759	0.060835	0.0612613	0.0630798	0.0594828	0.082723	0.1269154	0.1725	0.1659595	0.1768707	0.1676529	0.1497006	0.0821333	0.058156	0.0300454	0.0251208	0.0187305	0.0135287	0.0121335	0.0071685	0.0085995	0.0063776	0.0066519	
Yellow-bellied Sapsucker (<em class="sci">Sphyrapicus varius</em>)	0.001749	0.0046854	0.0028881	0.0026455	7.849E-4	0.0065711	0.0037221	0.0014514	0.0014771	6.757E-4	0.0015	0.002161	0.0087424	0.0402567	0.0655152	0.06102	0.0541297	0.0539915	0.0562858	0.0428735	0.0310045	0.0350814	0.0333558	0.0403735	0.0431862	0.0326679	0.0326044	0.0186186	0.0139147	0.0185345	0.0103404	0.0079947	0.0135	0.0113154	0.0181406	0.0522682	0.0808383	0.0384	0.006383	0.0017007	9.662E-4	0.0010406	0.0	0.0020222	0.004779	0.004914	0.0031888	0.0022173	
sapsucker sp. (<em class="sci">Sphyrapicus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
