









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Razorbill (<em class="sci">Alca torda</em>)	0.0205509	0.0167336	0.0115523	0.0169312	0.010989	0.0089606	0.002895	0.0123367	0.0059084	0.0033784	7.305E-4	0.0016207	0.00269	0.0023337	0.0035736	0.0031876	0.0027998	0.001157	0.0060667	0.005907	0.013642	0.0148282	0.0168464	0.0184204	0.0127959	0.0214156	0.0166998	0.015015	0.0092764	0.0094828	0.0051702	0.0043304	0.0035	0.0042433	0.0054422	0.004931	0.0023952	0.0042667	0.0106383	0.005102	0.0154589	0.0156087	0.0124014	0.008089	0.0107527	0.012285	0.0031888	0.017184	
large alcid sp. (<em class="sci">Uria/Alca sp.</em>)	0.0026235	0.0033467	0.0036101	0.0037037	0.0015699	5.974E-4	0.0012407	0.0029028	0.0022157	0.0013514	7.305E-4	0.0027012	6.725E-4	0.0	5.956E-4	4.554E-4	4.666E-4	0.0	0.0	3.811E-4	2.067E-4	3.617E-4	3.369E-4	0.0012617	6.398E-4	0.0	0.0	6.006E-4	0.0	0.0	4.308E-4	9.993E-4	5.0E-4	0.0028289	0.0013605	4.931E-4	0.0017964	0.0010667	0.0028369	0.0017007	0.0048309	0.0052029	0.0033822	0.0010111	0.0011947	0.002457	6.378E-4	0.001663	
Black Guillemot (<em class="sci">Cepphus grylle</em>)	0.1486664	0.1291834	0.1263538	0.1507937	0.133438	0.0878136	0.0628619	0.1233672	0.0915805	0.1054054	0.0934989	0.074014	0.0685945	0.0635939	0.067302	0.0510018	0.0634624	0.0763594	0.1068419	0.1295732	0.1810666	0.1345389	0.1351078	0.1461014	0.1346769	0.1560799	0.1594433	0.1540541	0.1767161	0.1948276	0.1938819	0.1938708	0.188	0.1706742	0.1727891	0.1420118	0.1467066	0.1701333	0.1510638	0.1456916	0.1497585	0.1279917	0.1397971	0.1385238	0.1242533	0.1191646	0.1135204	0.1241685	
Atlantic Puffin (<em class="sci">Fratercula arctica</em>)	0.0021863	0.0015	0.0	0.0010582	0.0	5.974E-4	0.0012407	0.0	0.0	0.0	7.305E-4	0.0	0.0	0.0	0.0	0.0	0.0	7.713E-4	0.0030334	0.0053354	0.0126085	0.0169982	0.0229111	0.0252334	0.0201536	0.0264973	0.0242545	0.0327327	0.0324675	0.0383621	0.0236967	0.0123251	0.008	0.0132013	0.0099773	0.0083826	0.0041916	0.0042667	0.0113475	5.669E-4	9.662E-4	0.0010406	0.0011274	0.0010111	0.0	0.0	0.0	0.0011086	
alcid sp. (<em class="sci">Alcidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.257E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.621E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.669E-4	0.0	0.0	0.0	0.0	0.0	0.0	6.378E-4	0.0	
Black-legged Kittiwake (<em class="sci">Rissa tridactyla</em>)	0.0223	0.0187416	0.0158845	0.015873	0.0164835	0.0053763	0.0033085	0.0043541	0.0036928	0.0	7.305E-4	0.0	0.001345	0.0011669	0.0011912	0.0	0.0	3.857E-4	6.741E-4	0.0	4.134E-4	7.233E-4	0.0015	2.523E-4	3.199E-4	0.0	3.976E-4	9.009E-4	9.276E-4	8.621E-4	0.0012925	0.0019987	0.0055	0.0070721	0.0095238	0.004931	0.005988	0.0074667	0.0092199	0.0136054	0.0202899	0.0260146	0.0157835	0.0070779	0.0071685	0.009828	0.002551	0.0105322	
Bonaparte's Gull (<em class="sci">Chroicocephalus philadelphia</em>)	8.745E-4	0.0013387	0.0015	0.0015873	0.0	0.0015	4.136E-4	7.257E-4	0.0	0.0	7.305E-4	0.0	0.0015	0.0	0.0	9.107E-4	4.666E-4	0.001157	0.0040445	0.0070503	0.0049607	0.0047016	0.004717	0.003785	0.0076775	0.0050817	0.0079523	0.0312312	0.0519481	0.0685345	0.0663507	0.0782811	0.0665	0.0608204	0.0507937	0.0424063	0.0461078	0.024	0.0347518	0.0334467	0.0357488	0.0478668	0.0405862	0.0303337	0.0143369	0.0085995	0.0146684	0.0055432	
Black-headed Gull (<em class="sci">Chroicocephalus ridibundus</em>)	4.373E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	3.003E-4	0.0	0.0	0.0	0.0	0.0	4.715E-4	0.0	0.0	0.0	0.0	7.092E-4	0.0015	9.662E-4	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	
Little Gull (<em class="sci">Hydrocoloeus minutus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Laughing Gull (<em class="sci">Leucophaeus atricilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017503	0.0011912	0.0040984	0.0144657	0.028924	0.0532524	0.0792683	0.0909467	0.0491863	0.046496	0.0577845	0.0515035	0.0588022	0.0620278	0.0762763	0.1182746	0.1043103	0.1245153	0.1065956	0.105	0.1056106	0.0884354	0.0828402	0.0437126	0.0496	0.0390071	0.0249433	0.0280193	0.0197711	0.0078918	0.0040445	0.0011947	0.0	0.0	0.0	
Franklin's Gull (<em class="sci">Leucophaeus pipixcan</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-billed Gull (<em class="sci">Larus delawarensis</em>)	0.1569742	0.1258367	0.1299639	0.1269841	0.1318681	0.0860215	0.0752688	0.1124819	0.1019202	0.1047297	0.1088386	0.1053485	0.1008742	0.0810968	0.0786182	0.0455373	0.0475968	0.0327806	0.0394338	0.0478277	0.0467135	0.0390597	0.0357143	0.0305324	0.0451056	0.046461	0.0624254	0.0807808	0.119666	0.1456897	0.168031	0.1672219	0.1915	0.184347	0.1814059	0.1863905	0.211976	0.2202667	0.212766	0.2239229	0.2376812	0.219563	0.2187148	0.1759353	0.1648746	0.1400491	0.1466837	0.1197339	
Herring Gull (<em class="sci">Larus argentatus</em>)	0.4827285	0.4497992	0.4281588	0.4375661	0.4152276	0.3757467	0.3531844	0.45791	0.437223	0.4243243	0.4185537	0.3814155	0.3853396	0.3331389	0.3263848	0.3014572	0.3425105	0.3247204	0.3404112	0.3810976	0.4580405	0.3555154	0.3874663	0.3961645	0.4097889	0.415608	0.4369781	0.4546547	0.494898	0.5081897	0.5260664	0.532978	0.5125	0.4884488	0.4852608	0.4763314	0.4257485	0.4629333	0.458156	0.4506803	0.4338164	0.4484912	0.4611048	0.4721941	0.4587814	0.4422604	0.4795918	0.4462306	
Iceland Gull (<em class="sci">Larus glaucoides</em>)	0.0104941	0.0053548	0.0093863	0.0074074	0.0102041	0.004779	0.0020678	0.0043541	0.0022157	0.0033784	7.305E-4	0.0010805	0.001345	0.0052509	0.0017868	0.0018215	9.333E-4	0.0	6.741E-4	0.0015244	0.0014469	0.0	3.369E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.07E-4	0.0014793	5.988E-4	0.0010667	7.092E-4	0.0017007	0.0038647	0.0015	0.0045096	0.0040445	0.0011947	0.004914	0.0031888	0.0033259	
Lesser Black-backed Gull (<em class="sci">Larus fuscus</em>)	8.745E-4	0.002008	0.0	5.291E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	5.402E-4	6.725E-4	0.0011669	0.0017868	0.0022769	9.333E-4	0.001157	0.0010111	0.0015244	6.201E-4	0.0014467	0.0020216	0.002271	0.0019194	0.0010889	0.0019881	0.003003	0.0037106	0.0056034	0.0051702	0.0079947	0.013	0.0146157	0.015873	0.0088757	0.005988	0.0037333	0.0014184	0.0028345	0.0028986	0.0020812	0.0033822	0.0010111	0.0	0.0012285	6.378E-4	0.0	
Herring x Lesser Black-backed Gull (hybrid) (<em class="sci">Larus argentatus x fuscus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.308E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Glaucous Gull (<em class="sci">Larus hyperboreus</em>)	0.003498	0.0	0.0028881	0.0047619	0.0031397	0.0023895	0.0037221	0.0029028	0.0014771	0.0013514	0.0014609	5.402E-4	0.0015	5.834E-4	0.0015	0.0	4.666E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.988E-4	0.0010667	0.0021277	0.0017007	0.0019324	0.0020812	0.0045096	0.0020222	0.0023895	0.007371	0.0031888	0.0049889	
Herring x Glaucous Gull (hybrid) (<em class="sci">Larus argentatus x hyperboreus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	4.136E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
white-winged gull sp. (<em class="sci">Larus sp. (white-winged gull sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012285	0.0	0.0	
Great Black-backed Gull (<em class="sci">Larus marinus</em>)	0.1167468	0.0957162	0.1025271	0.0904762	0.1028257	0.0848268	0.0744417	0.1132075	0.0901034	0.097973	0.0832725	0.091302	0.0860794	0.0781797	0.0798094	0.0678506	0.0825945	0.0887003	0.1183013	0.1560595	0.2079372	0.1703436	0.1778976	0.1854656	0.1833013	0.1891107	0.2023857	0.2171171	0.2305195	0.2409483	0.2326583	0.2288474	0.2205	0.2201792	0.2272109	0.239645	0.2095808	0.2368	0.2375887	0.2069161	0.2115942	0.2029136	0.1702368	0.1587462	0.130227	0.1044226	0.0924745	0.1053215	
Herring x Great Black-backed Gull (hybrid) (<em class="sci">Larus argentatus x marinus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.617E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.308E-4	6.662E-4	5.0E-4	9.43E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Larus sp. (<em class="sci">Larus sp.</em>)	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37E-4	1.905E-4	2.067E-4	0.0	0.0	2.523E-4	3.199E-4	0.0	7.952E-4	0.0	0.0	8.621E-4	0.0	3.331E-4	0.0	4.715E-4	0.0	0.0014793	0.0	0.0	7.092E-4	5.669E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gull sp. (<em class="sci">Larinae sp.</em>)	0.0148666	0.0107095	0.0151625	0.0201058	0.022763	0.016129	0.0132341	0.0181422	0.0081241	0.0087838	0.0153397	0.0199892	0.0154674	0.0151692	0.0184634	0.0145719	0.0116659	0.0096413	0.0134816	0.0129573	0.0148822	0.0115732	0.0181941	0.0186727	0.0137556	0.0119782	0.0115308	0.0168168	0.0255102	0.0344828	0.0275743	0.0323118	0.0305	0.0353607	0.0222222	0.0310651	0.0341317	0.0458667	0.029078	0.0351474	0.0270531	0.0322581	0.0270575	0.033367	0.0262843	0.02457	0.0191327	0.0199557	
Least Tern (<em class="sci">Sternula antillarum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	4.308E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Caspian Tern (<em class="sci">Hydroprogne caspia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.554E-4	0.0	3.857E-4	0.0	5.716E-4	4.134E-4	0.0	3.369E-4	0.0	9.597E-4	7.26E-4	0.0	6.006E-4	0.0015	4.31E-4	4.308E-4	3.331E-4	0.0065	0.0066007	0.0072562	0.0039448	0.0017964	0.0016	0.0049645	5.669E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Tern (<em class="sci">Chlidonias niger</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.857E-4	0.0	1.905E-4	0.0	3.617E-4	0.0	5.047E-4	0.0	0.0015	3.976E-4	0.0015015	0.0015	4.31E-4	4.308E-4	3.331E-4	0.0	0.0	0.0013605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Roseate Tern (<em class="sci">Sterna dougallii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.134E-4	0.0014467	0.0013477	0.0025233	0.0019194	7.26E-4	0.0	0.0012012	9.276E-4	0.0015	0.0	0.0	0.0	4.715E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Tern (<em class="sci">Sterna hirundo</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.333E-4	0.0050135	0.0360634	0.056593	0.0547747	0.0412297	0.0424528	0.0370931	0.0556622	0.076588	0.0930417	0.115015	0.1307978	0.1439655	0.1365791	0.1112592	0.058	0.0414899	0.0176871	0.0034517	5.988E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Arctic Tern (<em class="sci">Sterna paradisaea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0020222	0.0049543	0.0080612	0.0090416	0.0141509	0.0179157	0.0121561	0.0174229	0.0178926	0.0234234	0.0194805	0.0146552	0.0064627	0.0049967	0.0015	4.715E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common/Arctic Tern (<em class="sci">Sterna hirundo/paradisaea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37E-4	0.0013338	0.0028938	0.003255	0.0016846	0.005299	0.0044786	0.0029038	0.0043738	0.0051051	0.005102	0.0038793	0.0043085	0.0013324	0.002	4.715E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sterna sp. (<em class="sci">Sterna sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.333E-4	7.713E-4	0.0010111	0.002096	0.0045473	0.0039783	0.0026954	0.0035327	0.0028791	0.0032668	0.0059642	0.0078078	0.0088126	0.0103448	0.0077553	0.0069953	0.007	0.0028289	9.07E-4	4.931E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Royal Tern (<em class="sci">Thalasseus maximus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.976E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.715E-4	4.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sandwich Tern (<em class="sci">Thalasseus sandvicensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.199E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.07E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tern sp. (<em class="sci">Sterninae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.067E-4	0.0	0.0	2.523E-4	0.0	0.0	3.976E-4	0.0012012	0.0	0.0	4.308E-4	0.0	0.0	0.0	4.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Skimmer (<em class="sci">Rynchops niger</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	9.43E-4	4.535E-4	0.0019724	5.988E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-throated Loon (<em class="sci">Gavia stellata</em>)	0.0196764	0.0107095	0.0144404	0.0169312	0.0125589	0.0095579	0.0086849	0.0159652	0.0118168	0.0094595	0.0058437	0.0070232	0.0033625	0.0058343	0.0023824	0.0054645	0.005133	0.0050135	0.0104483	0.0074314	0.0084746	0.003255	0.0010108	0.0027757	6.398E-4	0.0010889	3.976E-4	9.009E-4	0.0	8.621E-4	0.0	6.662E-4	0.003	0.0042433	0.0068027	0.0059172	0.0113772	0.0154667	0.0198582	0.0572562	0.0666667	0.0634755	0.0676437	0.0455005	0.0203106	0.0110565	0.0216837	0.0144124	
Pacific Loon (<em class="sci">Gavia pacifica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.617E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011274	0.0	0.0	0.0	0.0	0.0	
Common Loon (<em class="sci">Gavia immer</em>)	0.2710975	0.251004	0.2447653	0.2613757	0.2613815	0.2192354	0.2113317	0.2815675	0.2230428	0.2439189	0.2103725	0.1858455	0.1768662	0.1738623	0.1691483	0.136612	0.1614559	0.1453914	0.1658241	0.1709223	0.188921	0.1479204	0.1384771	0.1314661	0.15611	0.1509982	0.1725646	0.1600601	0.1493506	0.1474138	0.1719087	0.1612258	0.1895	0.2013201	0.199093	0.2366864	0.2443114	0.3013333	0.2453901	0.2908163	0.2888889	0.2674298	0.2671928	0.2689585	0.2532855	0.2321867	0.2799745	0.251663	
loon sp. (<em class="sci">Gavia sp.</em>)	4.373E-4	0.0	0.0	0.0010582	0.0	0.0	4.136E-4	7.257E-4	0.0	6.757E-4	7.305E-4	0.0	0.0	0.0	5.956E-4	0.0	4.666E-4	0.0	3.37E-4	3.811E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.638E-4	0.0	0.0	0.0	0.0	0.0014144	0.0022676	4.931E-4	0.0017964	0.0032	0.0028369	0.0011338	0.0038647	0.0041623	0.0011274	0.0	0.0	0.0	0.0	0.0	
Wilson's Storm-Petrel (<em class="sci">Oceanites oceanicus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.716E-4	0.0055808	0.0090416	0.0148248	0.0194297	0.0214331	0.0326679	0.0373757	0.0354354	0.0403525	0.0521552	0.0387764	0.026982	0.0115	0.0150872	0.0063492	0.0024655	0.0017964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Leach's Storm-Petrel (<em class="sci">Hydrobates leucorhous</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.554E-4	0.0	0.0	0.0	1.905E-4	0.002067	0.00217	0.0084232	0.0047943	0.0047985	0.0079855	0.0059642	0.0105105	0.0120594	0.0202586	0.0120638	0.0066622	0.003	0.0028289	0.0031746	0.0019724	0.0041916	0.0010667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
storm-petrel sp. (white-rumped) (<em class="sci">Oceanitidae/Hydrobatidae sp. (white-rumped)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
storm-petrel sp. (<em class="sci">Oceanitidae/Hydrobatidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.067E-4	0.0015	0.0015	5.047E-4	6.398E-4	0.0	3.976E-4	6.006E-4	4.638E-4	4.31E-4	4.308E-4	3.331E-4	0.0	0.0014144	4.535E-4	0.0	5.988E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Fulmar (<em class="sci">Fulmarus glacialis</em>)	0.0039353	0.0	0.0	0.0	0.0	0.0	8.271E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011433	0.0016536	0.005425	0.0064016	0.0093364	0.0051184	0.0090744	0.0039761	0.0033033	0.0041744	0.0021552	0.0030159	0.0019987	0.0025	0.0023574	0.0054422	0.0059172	0.0131737	0.0144	0.0085106	0.0039683	9.662E-4	0.0052029	0.0	0.0020222	0.0	0.0036855	0.0	0.0033259	
Cory's Shearwater (<em class="sci">Calonectris diomedea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.369E-4	0.0012617	6.398E-4	0.0025408	0.0035785	0.0033033	0.0069573	0.0077586	0.0034468	0.0033311	0.001	0.0028289	0.0027211	0.0015	0.0023952	5.333E-4	7.092E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Shearwater (<em class="sci">Ardenna gravis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004754	0.0094033	0.0107817	0.0174111	0.0159949	0.0185118	0.0266402	0.0333333	0.0371058	0.0418103	0.037053	0.0306462	0.0185	0.0193305	0.0163265	0.0113412	0.0137725	0.0117333	0.0085106	0.0028345	9.662E-4	0.0010406	0.0011274	0.0	0.0	0.0	0.0	0.0	
Sooty Shearwater (<em class="sci">Ardenna grisea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.905E-4	0.0031005	0.0047016	0.0074124	0.0095887	0.0095969	0.0127042	0.0135189	0.015015	0.0115955	0.0159483	0.0129255	0.0076616	0.0055	0.0056577	0.0090703	0.0039448	0.0017964	0.0037333	0.0028369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Manx Shearwater (<em class="sci">Puffinus puffinus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010335	0.001085	0.0050539	0.0042897	0.0038388	0.0039927	0.0079523	0.0081081	0.0060297	0.0103448	0.0068936	0.0043304	0.001	0.0033003	0.0049887	0.0034517	0.0017964	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barolo Shearwater (<em class="sci">Puffinus baroli</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
black-and-white shearwater sp. (<em class="sci">Puffinus sp. (black-and-white shearwater sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shearwater sp. (<em class="sci">Procellariidae sp. (shearwater sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.63E-4	3.976E-4	6.006E-4	4.638E-4	8.621E-4	0.0	0.0	0.001	0.0	0.0018141	9.862E-4	0.0	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Frigatebird (<em class="sci">Fregata ariel</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
